Name,Geoloc,Pinned
MEITE,Address not found,
MEK Review,Address not found,
Melanoma Foundation of New England,"42.4673089, -71.30584139999999",
Melanoma Research Foundation,Address not found,
Melbourne Archdiocese Catholic Schools,"-37.8089923, 144.9794402",
Melbourne Business School,"-37.8013469, 144.9611361",
Melbourne Institute of Higher Education,"-37.74656, 145.002827",
Melbourne School of Theology,"-37.8596915, 145.2094645",
Melissa ISD,"33.2774174, -96.5463156",
Mellitah Oil & Gas,"32.8544625, 12.2397031",
Melmark New England School,"42.6552945, -71.2482826",
Melrose Public Schools,"42.4573354, -71.0616623",
Melrose Public Schools (Lite),"42.4573354, -71.0616623",
Melton Christian College,"-37.6997467, 144.5600998",
Memory Bridge,"23.9371948, 90.6369236",
Memphis Junior Academy,"35.1485812, -90.0518955",
Memphis Satellite Office of North Carolina College Of Theology,"35.1485812, -90.0518955",
Memphis Theological Seminary,"35.1330894, -89.9826422",
Memphis Virtual School,"35.0595609, -89.9112687",
MENA Leadership Center,Address not found,
Menasha Joint School District,"44.2003131, -88.4517146",
Menaul School,"35.1107087, -106.6382253",
Mendocino College,"39.1895625, -123.2277897",
Menlo College,"37.45590670000001, -122.1912704",
Menlo Park City School District,"37.4637629, -122.1862822",
Menlo School,"37.4532623, -122.1912193",
Mennta- og starfsþróunarsetur lögreglunnar,"64.12189459999999, -21.7909989",
Akureyri Junior College,"65.676598, -18.0941302",
Menntaskólinn á Egilsstöðum,"65.2670491, -14.3991565",
Mental Health America Lakeshore,"43.7413425, -87.98151940000001",
Mental Health Association in DE,Address not found,
Mental Health Association San Francisco,"37.7850758, -122.4071883",
Mental Health Coordinating Council,"-33.8704008, 151.1566266",
Menzies Institute of Technology,"-37.8119974, 144.9506382",
Mequon - Thiensville School District,"43.253931, -87.9922684",
Merage ExecEd,"33.646922, -117.837808",
Meramec Valley R-III,"38.4402663, -90.7913227",
Merced City School District,"37.3070556, -120.4794612",
Merced College,"37.3336715, -120.4729896",
Merced Union High School District,"37.3569197, -120.5739579",
Mercer County Career Center,"41.2511203, -80.2485241",
Mercer Island School District,"47.57812149999999, -122.2196984",
Mercer University,"32.8284878, -83.64969909999999",
Mercersburg Academy,"39.8255945, -77.89986250000001",
Mercy Children's Hospital,"39.08387889999999, -94.5771759",
Mercy College,"41.0222482, -73.87349689999999",
Mercy College of Health Sciences,"41.5943774, -93.62627160000001",
Mercy College of Ohio,"41.6583764, -83.5512504",
Mercy Corps Northwest,"45.5225786, -122.6704443",
Mercy Health Corporation,Address not found,
Mercy High School,"42.4860402, -83.33686259999999",
Mercy In Action College of Midwifery,Address not found,
Mercyhurst University,"42.1034771, -80.0531764",
MercyPLUS,"32.7755211, -97.2107709",
Meredith College,"35.798208, -78.6886419",
Meridian Academy,"43.6066747, -116.3631299",
Meridian CC,"32.3676949, -88.7319036",
Meridian Institute of Surgical Assisting,"36.1876867, -86.842528",
Meridian International,"38.9203132, -77.038288",
Meridian International Center,"38.9203132, -77.038288",
Meridian Manufacturing Inc.,Address not found,
Meridian Public School District,"32.3834317, -88.7012651",
Meridian School,"40.1674857, -111.6359029",
Meridian Technology Center,"36.1068788, -97.1070083",
Merion Mercy Academy,"40.009622, -75.2488291",
Merit America,Address not found,
Merit Preparatory Academy,"40.1674937, -111.6357372",
Meritus College,"37.7999741, -122.4517392",
Meritus School of Osteopathic Medicine,"39.6202385, -77.6837355",
Merkaz Bnos Career Institute,"40.60160399999999, -73.9973488",
MERP,Address not found,
Merrillville Community School Corporation,"41.47019890000001, -87.32149079999999",
Merrimack College,"42.6673814, -71.1234527",
Merrimack School District,Address not found,
Merrimack Valley School District,"43.3297272, -71.7147951",
Merritt College,"37.789553, -122.165612",
Merritt Island Christian School,"28.3563025, -80.7018622",
Mesa Public Schools - Adult Education,"33.4420077, -111.7376178",
Mesa Vista Consolidated Schools (Lite),"36.3314666, -106.029457",
Mesalands Community College,"35.1703992, -103.7359786",
Messiah University,"40.1575075, -76.98730309999999",
Messmer High School,"43.0899127, -87.9207005",
Meta Literacy Badges,Address not found,
MetaMetrics,"51.5144385, -0.1350476",
Metcalfe County,"37.0032438, -85.64348700000001",
Metfilm School,"51.50901169999999, -0.3069886",
Methodist Collegiate Church,"42.0222442, -93.65282619999999",
Methodist Ladies' College,"-37.8137016, 145.0387396",
Methodist University,"35.1349932, -78.87444289999999",
Metis,Address not found,
Metis Nation - Saskatchewan,"52.125339, -106.6629123",
Metro East Career Pathways,Address not found,
Metro East Web Academy,"45.500535, -122.4317432",
Metropolitan Action Commission,"36.1159744, -86.69855840000001",
Metropolitan Community College,"39.068695, -94.59039299999999",
Metropolitan Community College - Kansas City,"39.068695, -94.59039299999999",
Metropolitan Community College CWE,"39.068695, -94.59039299999999",
Metropolitan Community College Nebraska,"41.3103966, -95.95784809999999",
Metropolitan Education,"28.6212612, 77.3629382",
Metropolitan Nashville Public Schools,"36.1211918, -86.7659817",
Metropolitan State University of Denver,"39.7439156, -105.0046843",
MetTel,Address not found,
Mexican American Catholic College,"29.452838, -98.5447717",
Meyersdale Area School District,"39.7982806, -79.0418383",
MF vitenskapelig høyskole,"59.9328861, 10.713392",
MFL MarMac Community School District,"43.05066710000001, -91.3276422",
MGI Learning,"51.3748955, -1.283259",
MHP Salud,"26.155491, -98.0073999",
Mi Education,"44.3148443, -85.60236429999999",
MI Talent Together,Address not found,
Miami Dade College,"25.777559, -80.1910265",
Miami Marlins,Address not found,
Miami Union Adventist  Academy,"25.8906365, -80.2054904",
Miami University,"39.5087485, -84.73449149999999",
Miami Valley Career Technology Center,"39.8447945, -84.3276499",
Miami-Dade County Schools,"25.5516034, -80.6326916",
Miami-Dade Sheriff's Office,"25.5516034, -80.6326916",
Michael Okpara University,"5.480685299999999, 7.5456896",
Michels Consulting,"51.96261029999999, 7.637110499999999",
Michigan Ann-Arbor,"42.2808256, -83.7430378",
Michigan Canvas Users Group,"44.3148443, -85.60236429999999",
Michigan Career and Technical Institute,"42.5044428, -85.517707",
Michigan Commission on Law Enforcement Standards,"42.732692, -84.5527771",
Michigan Community Health Worker Alliance,"42.5931066, -83.1670209",
Michigan Initiative for Cyber Education,"44.3148443, -85.60236429999999",
Michigan Islamic Academy,"42.3014788, -83.7146654",
Michigan Online School,"42.3590966, -85.8786439",
Michigan State University,"42.7250725, -84.47908269999999",
Michigan Technological University,"47.1167589, -88.54601149999999",
Michigan Virtual,"42.7233959, -84.6495173",
Michigan Workforce Training and Education Collaborative,"44.3148443, -85.60236429999999",
Mid Sweden University,"62.393485, 17.2825666",
Mid-America Baptist Theological Seminary,"35.2797491, -89.6672239",
Mid-America Christian University,"35.3477803, -97.5784864",
Mid-Atlantic Christian University,"36.3046, -76.2171",
Mid-Del Public Schools,"35.4474148, -97.4165053",
Mid-Del Technology Center,"35.4547948, -97.4017609",
Mid-Pacific Institute,"21.303144, -157.8177281",
Mid-Plains Community College,"41.4012627, -99.6602727",
Mid-South Gifted Academy,"35.0391947, -89.6653717",
MidAmerica Nazarene University,"38.8760668, -94.7823676",
Middle College High School,"33.9284385, -118.3068121",
Middle Georgia Regional Educational Service Agency,"32.1574351, -82.90712300000001",
Middle Georgia State University,"32.8109077, -83.7326161",
Middle Peninsula Regional Adult & Career Education (MP R.A.C.E.),"22.9734229, 78.6568942",
Middle States Commission on Higher Education,Address not found,
Middle Tennessee School of Anesthesia,"36.2532329, -86.6836215",
Middle Tennessee State University,"35.8486229, -86.36691549999999",
Middle Tree,"34.094139, -117.7179091",
Middlebury,"44.0151433, -73.16695539999999",
Middlebury Catalog,"44.0151433, -73.16695539999999",
Middlebury Community Schools,"41.6622348, -85.7461548",
Middlesbrough College,"54.5798968, -1.2267368",
Middlesex College,"40.5048319, -74.3667479",
Middlesex County College Division of Workforce,"40.5048319, -74.3667479",
Middlesex County Public Schools,"37.6037206, -76.5619177",
Middleton School District #134,"43.7555381, -116.6096952",
Middletown Area SD,"40.2245425, -76.745195",
Middletown Unified School District,"38.7431608, -122.5825197",
Midland College,"32.0297923, -102.1085317",
Midland County ESA,"43.6330436, -84.2276114",
Midland Public Schools,"43.6836151, -84.2278796",
Midland University,"41.4373714, -96.49002829999999",
Midlands STEM,"34.3529054, -81.0897782",
Midlothian ISD,"32.4567425, -96.9853474",
Midtown Public Charter School,"32.3182596, -90.1839938",
Midway University,"38.1445736, -84.6772838",
Midwest Academy,"41.8806034, -87.6267364",
Midwest AIDS Training and Education Center,"41.8683777, -87.67480959999999",
Midwest Institute,"38.7699813, -90.4656279",
Midwest Renewable Energy Association,"44.50937649999999, -89.407257",
Midwest Technical Institute & Delta Technical College,Address not found,
Midwestern Baptist Theological Seminary,"39.1882634, -94.5742386",
Midwestern University,"41.8280186, -87.99938310000002",
Midwives College of Utah,"40.7108619, -111.8571558",
Miftaah Institute,"42.49128520000001, -83.0130442",
Mighty B Academy,Address not found,
Mikhail Education Corporation,"36.0960461, -115.2066131",
Mile High Early Learning,Address not found,
Miles Community College,"46.4053077, -105.8262634",
Milestone Institute,"47.4976098, 19.0637182",
Milford ISD,"32.1301137, -96.974604",
Milford Public Schools,"41.2216646, -73.0759446",
Milford School District,"38.9340074, -75.3878525",
"Milhouse Engineering and Construction, Inc.","41.8774388, -87.62566129999999",
Milken Community Schools,"34.1258137, -118.4777761",
Mill Creek Community Sch Corp,Address not found,
Millard Public Schools,"41.2064604, -96.1633042",
Millard School District,"39.0611744, -113.1918021",
Miller School of Albemarle,"38.0061979, -78.7012696",
Milligan University,"36.2986572, -82.294287",
Milligan University Continuous Learning,"36.2986572, -82.294287",
Millington Municipal Schools,"35.3469212, -89.8960599",
Millinocket School District,"45.6573651, -68.70915029999999",
Mills College,"37.78059880000001, -122.1825631",
Mills-Peninsula School of Diagnostic Imaging,Address not found,
Millsap ISD,"32.757088, -97.9810845",
Millstone Scholars Program,Address not found,
Milpark,"-33.9372838, 18.4626292",
Milpitas Adult Education,"37.4323341, -121.8995741",
Milton Area School District,"41.0198678, -76.8028933",
Milton Hershey School - District Instance,"40.2859239, -76.65024679999999",
Milwaukee County Office of Emergency Management,"43.0724667, -87.6186379",
Milwaukee Institute of Art and Design,"43.0309221, -87.9079388",
Milwaukee Public Schools,"43.0595114, -87.9530849",
Milwaukee School of Engineering,"43.045115, -87.90800709999999",
Milwaukee School of Engineering ? CPE,"43.045115, -87.90800709999999",
Mimicom,Address not found,
Minatare Public Schools,"41.8028213, -103.485862",
Mind in the Making,Address not found,
Mind Stretcher,Address not found,
Minden Public Schools,"40.4150114, -98.88039250000001",
Minds Matter Colorado,"39.5500507, -105.7820674",
Minds of Tomorrow,"25.8456352, -80.1841718",
Minds-i Education,"23.7613817, 90.38573799999999",
Mindsets Learning Inc - Partner,"42.35934, -71.05905",
Mindshare,Address not found,
MINEDU,"-12.0854132, -77.0011799",
Mineola ISD,"32.6675165, -95.4568133",
Mineola Union Free School District,"40.7485199, -73.6447908",
Mineral County School District,"39.4068988, -78.8835548",
Mineral County Technical Center Practical Nursing Program,"39.4279512, -78.9875071",
Mineral Wells ISD,"32.8383453, -98.1120116",
Minerva Project,"37.7827881, -122.4081769",
Minerva University,"37.7827881, -122.4081769",
Minerva Virtual Academy,"51.4639969, -0.1129207",
Minh Viet LLC,Address not found,
Minidoka County Joint School District #331,"42.7154057, -113.6420148",
Minist?rio P?blico do Mato Grosso,"-12.6818712, -56.921099",
Ministerio,Address not found,
Ministerio del Medio Ambiente,Address not found,
Ministry of Education Israel,"31.046051, 34.851612",
Ministry of Public Administration,"6.903619699999999, 79.8692779",
Minneapolis College of Art and Design,"44.957213, -93.2748314",
Minneapolis Electrical JATC,"45.21778, -93.62134909999999",
Minnehaha Academy,"44.9459751, -93.20563940000001",
Minnesota College of Osteopathic Medicine,"46.729553, -94.6858998",
Minnesota Cycling Association,"46.729553, -94.6858998",
Minnesota Department of Education,"44.9935468, -93.2275243",
Minnesota Department of Public Safety,Address not found,
Minnesota Online High School,"44.9625813, -93.19544909999999",
Minnesota Pollution Control Agency- MPCA,"44.9568009, -93.0841602",
Minnesota Reading Corps,"44.9586474, -93.2657933",
Minnesota State University - Mankato,"44.14555310000001, -93.9991652",
Minnesota Transitions Charter School,"44.9505072, -93.237853",
MiraCosta College,"33.1900734, -117.302179",
Miriam College,"14.6431527, 121.0770173",
MISD,"32.7476739, -96.59969629999999",
Misericordia Online,"41.3452094, -75.97154669999999",
Misericordia University,"41.3452094, -75.97154669999999",
Mises Graduate School,Address not found,
Misfit Labs,Address not found,
Mishkah University,Address not found,
Miss Porter's School,"41.7224132, -72.8292458",
Miss Weary Foundation,Address not found,
Mission College Preparatory Catholic High School,"35.2811358, -120.6662026",
Mission III Academy,Address not found,
Mission Public Schools,"49.1368975, -122.3087265",
Mission Restoration,"33.4680003, -111.7397032",
Mission Veterinary Partners,Address not found,
Mission Viejo Christian School,"33.6049468, -117.6693771",
Missionary,Address not found,
Mississinewa Community School Corp,"40.48052020000001, -85.612648",
Mississippi Association of Independent Schools,"32.2715553, -90.0818238",
Mississippi Bend AEA,"41.5298012, -90.50198480000002",
Mississippi Board of Nursing,"32.4057891, -90.124969",
Mississippi Center for Advancement of Prehospital Medicine,"32.3546679, -89.3985283",
Mississippi College,"32.3358902, -90.3305927",
Mississippi Commission for Volunteer Service,"32.3546679, -89.3985283",
Mississippi Department of Employment Security,"32.3964855, -90.18463249999999",
Mississippi Department of rehabilitation services,"32.478997, -90.10483669999999",
Mississippi Gulf Coast CC (new),"30.780579, -89.140474",
Mississippi Gulf Coast CC (old),"30.780579, -89.140474",
Mississippi Public Broadcasting,"32.3546679, -89.3985283",
Mississippi School for Mathematics and Science,"33.4916316, -88.4177374",
Mississippi School of the Arts,"31.580072, -90.44718929999999",
Mississippi State University,"33.4576975, -88.7941585",
Mississippi State University Extension Service,"33.4576975, -88.7941585",
Mississippi University for Women,"33.4912194, -88.4185425",
Mississippi Valley State University,"33.5126982, -90.3416715",
Missoula County Public Schools,"46.8476892, -114.012327",
Missouri Baptist University,"38.6431123, -90.4616928",
Missouri College and Career Attainment Network,"39.7286462, -104.9851155",
Missouri Course Access and Virtual School Program,"37.9642529, -91.8318334",
Missouri Department of Social Services/Community Partnerships of Southeast Missouri,"37.9642529, -91.8318334",
Missouri Health Care Association,"38.5916828, -92.2233267",
Missouri Primary Care Association,"38.570462, -92.24997210000001",
Missouri School Boards' Association,"38.5770725, -92.1702177",
Missouri State University-Springfield,"37.2005546, -93.2806806",
Missouri University of Science and Technology,"37.9537078, -91.7756271",
Missouri Valley College,"39.1084026, -93.18985939999999",
Missouri Western State University,"39.7596804, -94.7844794",
MIT - Executive Education,"42.3622249, -71.0798756",
MIT Horizon,"42.360091, -71.09416",
MIT Innovation Initiative,"42.360091, -71.09416",
MIT Sloan Executive Education,"42.3622249, -71.0798756",
MITAGS,"39.21280489999999, -76.67193429999999",
Mitchell Community College,"35.7830246, -80.8941614",
Mitchell Community Schools,"38.7479896, -86.51986509999999",
Mitchell County Schools,"36.0277763, -82.1496049",
Mitchell Hamline School of Law,"44.9421608, -93.13748199999999",
Mitchell Hamline School of Law Catalog,"44.9421608, -93.13748199999999",
Mitutoyo America,"41.7985053, -88.2960837",
MIU City University Miami,"25.775396, -80.19174149999999",
Mid Sweden University,"62.393485, 17.2825666",
MIV Consulting LLC,"44.4596961, 26.0592868",
Mizzou Academy,"38.9426231, -92.3266113",
MKC Training,"51.3924076, 0.5331457",
"MKD Electric, LLC","42.0760186, -88.3444247",
MLC School,"-33.8716341, 151.1012233",
MLC Staff,"44.30505429999999, -94.4712741",
MLLN,Address not found,
MMI Preparatory School,"41.01300699999999, -75.89813199999999",
MMP Academy,Address not found,
MMS Academy,"11.7281756, 78.96092689999999",
MN Adult Education,"46.729553, -94.6858998",
Moberly Area Community College,"39.4185667, -92.4533002",
Modern Classrooms,Address not found,
Modern States Education Alliance,"40.7620853, -73.9846163",
Modern Teacher,Address not found,
Moffat Co School Dist RE-1,"37.9988882, -105.9100156",
Mogollon Jr./Sr. High School,"34.43517, -110.5859413",
Mohave College,Address not found,
Mohawk College,"43.2387046, -79.8881249",
Mohawk Regional Information Center,"43.1414951, -75.5604132",
Mojave Adult School,Address not found,
MOLearns,Address not found,
Molloy University,"40.6862113, -73.62703619999999",
Momentum Education,"40.7240178, -73.9965479",
Momentum Learning,"29.5907393, -95.5966455",
Momnt,"33.917121, -84.3556957",
Monadnock Regional School District,"42.8737515, -72.2811184",
Monarch Institute,"-37.8130101, 144.9665601",
Monarch School of New England,"43.3137103, -70.9672707",
Monash University Low FODMAP Diet,"-37.9112284, 145.1367498",
Monica Motivates,Address not found,
Monmouth University,"40.2802758, -74.0054114",
Monona Grove School District,"43.0748965, -89.18964299999999",
Monongalia Emergency Medical Services,"39.6695849, -79.96403389999999",
Monroe County Community College,"41.9191093, -83.4678421",
Monroe County School District,"25.6732631, -81.0754657",
Monroe School District,Address not found,
Monrovia Unified,"34.1574588, -118.0068979",
Monsignor Edward Pace High School,"25.9166201, -80.2531422",
Montana Digital Academy,"46.8627506, -113.9849883",
Montana Health Network,"46.407118, -105.8518029",
Montana Office of Public Instruction,"46.8796822, -110.3625658",
Montana Office of Rural Health,"46.8796822, -110.3625658",
Montana Primary Care Association,"46.60464899999999, -112.062413",
Montana State University Northern,"48.5408648, -109.6880953",
Montana Technological University,"46.0116094, -112.5574647",
Montana University System,"46.592983, -112.0406001",
Montana University System - Evaluation,"46.592983, -112.0406001",
Montcalm Community College,"43.2531581, -85.1001673",
Montclair State University,"40.8666026, -74.1976433",
Montclair State University Catalog,"40.8666026, -74.1976433",
Monte Del Sol Charter School,"35.6244904, -106.0098315",
Monte Vista School District No. C-8,Address not found,
Montebello Community Adult School,"34.0150904, -118.1232503",
Montebello Unified School District,"34.0054303, -118.1239717",
Monterey Peninsula College,"36.5893339, -121.8869455",
MontereyCOE,Address not found,
Montessori Elementary & Middle School (Lite),Address not found,
Montessori Kids Universe,Address not found,
Montessori of The Rio Grande (Lite),"35.11119910000001, -106.682523",
Montessori Teachers College,"43.725174, -79.6931405",
Montgomery Academy,"32.350958, -86.259948",
Montgomery Community College,"35.366831, -79.86983300000001",
Montgomery County Community College,"40.1765166, -75.276761",
Montgomery County DPS,"39.03878, -77.05181400000001",
Montgomery County IU,"40.127213, -75.3665968",
Montgomery County Public Schools,"39.1547426, -77.2405153",
Montgomery County Public Schools - TEMP,"39.1547426, -77.2405153",
Montgomery County Schools,"39.1547426, -77.2405153",
Montgomery Independent School District,"30.4502629, -95.68787359999999",
Montreat College,"35.6464927, -82.29751379999999",
Montrose School,"42.1879198, -71.30585180000001",
Montvale School District,"41.05960049999999, -74.05266759999999",
Montverde Academy,"28.5975883, -81.6751772",
Monument Academy,"39.0941144, -104.7692024",
Moody Bible Institute,"41.8974099, -87.6329598",
Moore Catholic High School,"40.6102502, -74.16372199999999",
Moore County,"35.3674493, -79.4703885",
Moore County Schools,"35.3674493, -79.4703885",
Moore Norman Vocational Technology District 17,Address not found,
Mooresville Cons School Dist,"35.5820319, -80.8140473",
Mooresville Graded School District,"35.5742862, -80.7990185",
Moorpark Unified,"34.2942772, -118.8829816",
Moraine Park Technical College,"43.78532209999999, -88.4185111",
Moraine Park Technical College - Career Pathway,"43.78532209999999, -88.4185111",
Moraine Valley Community College,"41.6924106, -87.8393005",
Moran Outreach,Address not found,
Moravian Catalog,"40.6310228, -75.3809334",
Moreau Catholic High School,"37.6438645, -122.0599937",
Morehead State University,"38.18943, -83.4310035",
Morehouse College,"33.7473412, -84.415528",
Moreland School District,"37.2990302, -121.9757487",
Morenci Unified District,"33.1132746, -109.4021154",
MOREnet,"38.959953, -92.374748",
MOREnet Lab,"38.959953, -92.374748",
Moreno Valley Community Adult School,"33.926808, -117.234443",
Moreno Valley High School,"33.9248534, -117.2559767",
Morgan County School District,"33.5794186, -83.46435509999999",
Morgan County School District Re-3,"40.2074674, -103.8216261",
Morgan Hill Unified School District,"37.1916986, -121.6739371",
Morgan State University,"39.3437959, -76.5843847",
Moriarty-Edgewood School District (Lite),"35.0342676, -106.1200933",
Moringa School,"-1.3005626, 36.784478",
Morningside Academy,"47.61573019999999, -122.31046",
Morrill,"41.9632981, -103.9263362",
Morton School District 214,Address not found,
Mosaic Academy,"36.8132714, -107.9998988",
Mosaic Digital Academy K-12,"27.3294753, -80.4482232",
Moses Lake School District,"47.1808437, -119.28281",
Mosquero Municipal Schools,"35.7799626, -103.9561591",
Moss Vale High School,"-34.552919, 150.3853782",
Mother's Helper School of Health Professionals,Address not found,
Motivate Learn,Address not found,
Mount Airy City Schools,"36.5076743, -80.5993854",
Mount Aloysius College,"40.4595885, -78.603312",
Mount Carmel Academy,"30.0194151, -90.110342",
Mount Carmel College of Nursing,"39.9563143, -83.02118999999999",
Mount Dora Christian Academy,"28.8075922, -81.66748079999999",
Mount Holyoke College,"42.255425, -72.5728843",
Mount Horeb Area School District,"42.9803099, -89.7379958",
Mount Kenya University,"-1.0448217, 37.0816215",
Mount Lebanon Global Fellowship of Churches,"34.3, 36.116667",
Mount Marty University,"42.8734737, -97.41018509999999",
Mount Mary University Catalog,"43.072484, -88.0308616",
Mount Michael Benedictine School,"41.3165396, -96.2688623",
Mount Moriah University,Address not found,
Mount Pleasant Elementary School District,"37.3474371, -121.7822278",
Mount Rogers Regional Adult Education Program,"36.6965596, -82.0008355",
Mount Saint Mary's College - New York,"41.511404, -74.01313669999999",
Mount St. Joseph University - OLD,"39.0950095, -84.638032",
Mount Vernon School District-WA,"48.4201105, -122.3374542",
MPOETC,"40.336357, -76.7098625",
MPower Education,"16.5062009, 80.6480619",
MPR Assessoria Esportiva,"-23.6081031, -46.69668679999999",
MPS,"43.0595114, -87.9530849",
MPTC EWD,"43.78532209999999, -88.4185111",
MS Baptist Medical Center,"32.3150536, -90.17949759999999",
MSD Lawrence Township,"39.8921, -86.0408289",
MSD of North Posey County,"38.172515, -87.78486319999999",
MSD of Wayne Township,"39.767184, -86.26664629999999",
MSD Pike Township,"39.8600371, -86.2767995",
MSD Warren Township,"39.76832599999999, -85.9917437",
MSI Chicago,"42.0128936, -87.96485899999999",
MSI Education Services,Address not found,
MSON,"42.5792027, -84.4435845",
MSTECH,Address not found,
MSU,"42.7250725, -84.47908269999999",
MSU Bozeman,"45.6673524, -111.0546211",
MSU Outreach,"42.7250725, -84.47908269999999",
Mt. San Antonio College,"34.0487487, -117.8421321",
Mt. San Jacinto College,"33.80662210000001, -116.9694101",
MTC,Address not found,
MTC Australia,"-25.274398, 133.775136",
MU - Media University,Address not found,
MU Extension Canvas Administration,"38.9403808, -92.32773750000001",
MUNSON CAMPUS,Address not found,
Munster Technological University,"52.27122790000001, -9.688926799999999",
Murray School District,"40.6463681, -111.8926303",
Murray State University,"36.6161846, -88.3217829",
Murrieta Valley Unified,"33.5303639, -117.1852447",
MUSE Global School,"34.0168741, -118.4997937",
Mustang Public Schools,"35.3848958, -97.7275298",
MVAT,Address not found,
MWHC Medical Imaging School of Radiology,"38.9292248, -77.0144978",
MyComputerCareer,"35.767693, -78.727521",
Myerscough College,"53.8534155, -2.7637082",
Napa Valley College,"38.2736487, -122.2742721",
NASA-OSTEM,Address not found,
Nassau School District,Address not found,
National Education Opportunity Network,Address not found,
National Healthcare Certification Organization,"40.55557, -111.913868",
National Pharmacy Association,Address not found,
National Security Space Institute,"38.8323285, -104.705277",
National University of Singapore (NUS),"1.2976493, 103.7766916",
National University of Singapore (NUS) [DEV],"1.2976493, 103.7766916",
National University of Singapore (NUS) [UAT],"1.352083, 103.819836",
NC Center for the Advancement of Teaching,"35.3120113, -83.1903485",
NC School of Science and Math,"35.7305306, -81.6862142",
NC Virtual Public School,"35.7705563, -78.67728679999999",
NeoCity Academy,"28.2906988, -81.3716884",
Neshaminy School District,"40.1764387, -74.90918529999999",
Network for Teaching Entrepreneurship (NFTE),Address not found,
Neuhaus Education Center,"29.7163741, -95.4503204",
New Braunfels ISD,"29.742929, -98.19942759999999",
New England College,"43.1778442, -71.8214393",
New Haven Unified,"37.6009937, -122.0723816",
New Mexico Military Institute,"33.4092357, -104.5249514",
New Mexico State University,"32.2792887, -106.7491391",
New York Institute of Technology,"40.7695555, -73.9824179",
Newcastle University,"54.9791871, -1.6146608",
Newton Paiva,"-19.9417203, -43.9651013",
Nexford University,Address not found,
NHI & Bauman College,Address not found,
Niagara University,"43.1369816, -79.0349955",
Nightingale College,"40.7674672, -111.8878408",
Nihon University,"35.691014, 139.737574",
Niles Township Community High School District 219,"42.0268345, -87.7664934",
NIPV,"52.0285952, 5.8701553",
Niswonger Online,Address not found,
Nixa Public Schools,Address not found,
NLA Högskolen,"60.40841169999999, 5.3257192",
NMETC Master,"42.0188292, -71.0582817",
NMSU Microlearning,"32.2792887, -106.7491391",
Noblesville School District,"40.0456243, -86.012241",
NOLS,"48.3418925, -122.3138274",
Nord universitet,"67.2890742, 14.5603668",
Norges Handelsskole,"60.47202399999999, 8.468945999999999",
Norges miljø- og biovitenskapelige universitet ,"59.6684913, 10.7619658",
Norman Public Schools,"35.2291503, -97.4165053",
North American Board of Certified Energy Practitioners,Address not found,
North Carolina A & T State University,"36.0770034, -79.7718199",
North Carolina Central University,"35.9739392, -78.8989137",
North Carolina Public Schools (NCDPI),"35.7595731, -79.01929969999999",
North Central State College,"40.79976389999999, -82.5818534",
North Idaho College,"47.6760213, -116.7975299",
North Iowa Area Community College,"43.156929, -93.13282079999999",
North Kansas City Summer School,"39.14290810000001, -94.5729781",
North Orange Continuing Education,"33.8500136, -117.9455359",
North Park University,"41.9748871, -87.7108736",
North Penn School District,"40.2400103, -75.3178952",
North Shore Community College (MA),"42.5902655, -70.9678721",
North South University,"23.8151107, 90.4255566",
North West Regional College (NWRC),"55.0026637, -7.323092099999998",
Northbridge University,"18.474233, -66.71964",
Northeast Community College,"42.0499081, -97.39409619999999",
Northeast Wisconsin Technical College,"44.5273428, -88.1058156",
Northeastern Oklahoma A&M College,"36.8772308, -94.86717879999999",
Northeastern University,"42.3398067, -71.0891717",
Northeastern University - Skillstack,"42.3398067, -71.0891717",
Northern Arizona University,"35.1802684, -111.6540336",
Northern Illinois University,"41.934194, -88.77387829999999",
Northern Kentucky University,"39.0312035, -84.4625345",
Northern Regional College,Address not found,
Northern Wyoming Community College District,"44.7971939, -106.9561791",
Northridge Learning Center-Dorius Academy,"40.5748402, -111.9779514",
Northwest Allen County Schools,"41.201565, -85.21012689999999",
Northwest Career College,"36.2037778, -115.2555978",
Northwest Florida State College,"30.5392334, -86.4768507",
Northwest Independent School District,"32.994914, -97.394882",
Northwestern University,"42.0564594, -87.67526699999999",
Nova Southeastern University,"26.0791417, -80.2465466",
NSW Education Standards Authority (NESA),"-31.2532183, 146.921099",
Norwegian University of Science and Technology,"63.4194872, 10.4019939",
NTUC LearningHub,Address not found,
NXU STG,"33.4489435, -111.720318",
Nyenrode Business Universiteit,"52.1616498, 5.0049055",
Oak Ridge,"36.0103561, -84.26964490000002",
Oaklands College,"51.7549989, -0.2882959",
OCAD University,"43.65318449999999, -79.3914842",
Oconee County Schools,"33.8231988, -83.4430118",
Oelwein Community School District,"42.6743925, -91.9024062",
Office of Adult Education,Address not found,
Office of the Fire Marshal,"43.7252163, -79.4842741",
Ogden School District,"41.229149, -111.9641728",
"Ohio State University - College of Food, Agricultural, and Environmental Sciences","40.0054372, -83.0271165",
Ohio University,"39.324358, -82.10138889999999",
Ohlone College,"37.5293321, -121.9145556",
Oklahoma City Public Schools,"35.4856405, -97.5030669",
Oklahoma State University,"36.126572, -97.07348209999999",
Oklahoma State University-Main Campus (Catalog),"36.126572, -97.07348209999999",
Oklahoma State University-Oklahoma City,"35.4705492, -97.5821887",
Olathe Public Schools,"38.9088253, -94.8313257",
Old Dominion University (ODU),"36.8853217, -76.3058786",
